hmid,moment,concepts,agency,social,age,country,gender,married,parenthood,reflection,duration
120192,I read an article about one of my favorite baseball players and learned that we went to the same university.,entertainment|education,yes,no,24,USA,m,single,n,24h,a_few_minutes
120194,"Following a long day of work, I received a long hug and pep talk from my spouse.",career,no,yes,24,USA,f,married,n,24h,half_a_day
120202,I talked to my best friend on the phone for a while.,conversation,yes,yes,27,USA,f,single,n,24h,a_few_minutes
120203,I love play Soccer in the Stadium with my Friends,entertainment,yes,yes,22,USA,m,single,y,24h,half_a_day
120211,My husband did the dishes for me.,family,yes,yes,34,USA,f,married,y,24h,all_day_im_still_feeling_it
120222,All of my friends were called me today to wish me.,conversation,no,yes,24,IND,m,single,n,24h,half_a_day
120265,I received email confirmation of a bonus for some online work that several days ago I had spent hours working on.,career,yes,no,28,USA,m,single,n,24h,all_day_im_still_feeling_it
120266,"I made dinner last night, trying something new, and it turned out great.",food,yes,no,30,USA,m,single,n,24h,at_least_one_hour
120267,The hotdog fundraiser was approved for my youth.,food,no,yes,26,USA,f,married,y,24h,all_day_im_still_feeling_it
120269,I made a decent amount of money on mturk today ($40) in only 3 hours.,career,yes,no,21,USA,m,single,n,24h,half_a_day
120272,I was so happy when my girlfriend told me how her day was 5 hours ago.,romance,no,yes,34,USA,m,single,n,24h,at_least_one_hour
120283,"I fix some issues with webite related work, kind of glad I was able to figure it out",career,yes,no,31,VNM,m,single,n,24h,half_a_day
120285,I was able to spend quality time with my family.,family,yes,yes,35,USA,f,married,y,24h,half_a_day
120290,My girlfriend gave me news that she found an apartment to live in for school.,romance,no,yes,24,USA,m,single,n,24h,all_day_im_still_feeling_it
120293,Made 3x more than I usually do on mturk,career,yes,no,32,USA,f,single,n,24h,all_day_im_still_feeling_it
120295,I'm happy that I found my steak n shake coupons for buy one get one free milk shakes!,food,yes,no,38,USA,f,married,y,24h,at_least_one_hour
120302,"I got paid today, just in time for my vacation this weekend.",vacation,yes,no,22,USA,f,single,n,24h,a_few_minutes
120313,I made a meal in under 30 minutes.,food,yes,no,33,USA,m,single,n,24h,a_few_minutes
120323,me and my family members also go to restaurant for celebrate my promotion it is very happy time being with my family.it gives lot of good time in my life.i feel very happy being with my family.,family|food,yes,yes,29,IND,f,married,y,24h,at_least_one_hour
120358,I got a new pair of shoes I had been wanting to get at the mall.,shopping,yes,no,19,USA,f,single,n,24h,a_few_minutes
120385,I went for a run before my shower for about 20 minutes.,exercise,yes,no,26,USA,f,single,y,24h,at_least_one_hour
120388,I discovered a new store that sells many things I really like.,shopping,yes,no,22,USA,f,single,n,24h,at_least_one_hour
120405,I started packing for my overseas vacation.,vacation,yes,no,24,USA,f,single,n,24h,all_day_im_still_feeling_it
120441,When I got to work the previous supervisor for whom I was taking over had already taken care of most of the work that needed to be done.,career,no,yes,34,USA,m,single,n,24h,at_least_one_hour
120449,I purchased an item I was saving for.,shopping,yes,no,37,USA,m,single,n,24h,a_few_minutes
120455,My Mom was being silly to me because I spilled super glue on the glass table and she thought it was so funny.,family,no,yes,28,USA,f,single,n,24h,at_least_one_hour
120459,my son and my husband helped me in house hold work today.they made me to sit and they did all the work.they gifted this day to me.i really felt very happy for the concern they have towards me.i am thankful to god for giving such a beautiful family.,family,no,yes,32,IND,f,married,y,24h,all_day_im_still_feeling_it
120467,I ate a great lobster meal.,food,yes,no,30,USA,f,single,y,24h,at_least_one_hour
120506,The rain stopped long enough to walk the dogs.,exercise|animals|weather,no,no,41,USA,f,single,n,24h,a_few_minutes
120507,"I was playing a video game and ""broke it"", by beating it too well.",entertainment,yes,no,25,USA,m,single,n,24h,a_few_minutes
120522,The phillies sent down one of their terrible veterans,entertainment,yes,yes,32,USA,m,married,y,24h,at_least_one_hour
120523,My wife and I decorated our new kid's bedroom.,family,yes,yes,33,USA,m,married,y,24h,at_least_one_hour
120534,I saw that a series I like got a new season on Netflix.,entertainment,no,no,37,USA,f,divorced,y,24h,all_day_im_still_feeling_it
120543,"I try not to consume soft drinks, but the Coke I had tonight was so refreshing that it was worth it.",food,yes,no,35,USA,f,single,n,24h,at_least_one_hour
120547,Went to mcdonalds for lunch with a friend,food,yes,yes,27,USA,m,single,n,24h,a_few_minutes
120562,I took my son--just the two of us--out of school and to the barber for a hair cut today.,education|family,yes,yes,26,USA,m,single,n,24h,at_least_one_hour
120563,The process for my team change in the job got initiated.,career,no,yes,25,IND,m,single,n,24h,all_day_im_still_feeling_it
120573,"I got a bunch of medical bills in the mail from my knee operation and my older daughter's trip to the hospital, and they were much less than I thought they would be.",family,no,yes,39,USA,m,married,y,24h,half_a_day
120582,I had mangoes in my lunch today and I am very happy because of that.,career,yes,no,29,IND,m,single,n,24h,all_day_im_still_feeling_it
120605,"I passed a certification exam and that opened my mind, meaning that I can see all the opportunities I could have in front of me.",education,yes,no,19,ITA,m,single,n,24h,all_day_im_still_feeling_it
120611,My got a promotion in this month.,career,yes,no,30,IND,f,married,y,24h,all_day_im_still_feeling_it
120620,I just bought some ice cream for the gas stat ion,shopping|food,yes,no,22,USA,m,single,n,24h,half_a_day
120622,Trying some new food was wonderful and quite exquisite.,food,yes,no,26,USA,m,single,n,24h,half_a_day
120628,yesterday night i came to trichy to erode is very nice travel and thankful to god nice moment,vacation,yes,no,26,IND,m,single,y,24h,all_day_im_still_feeling_it
120638,I rode my mountain bike off road in the forest.,exercise,yes,no,44,THA,m,married,y,24h,half_a_day
120650,I WENT TO SHOPPING,shopping,yes,no,28,IND,m,married,y,24h,half_a_day
120654,I WENT TO FRIEND HOME,vacation,yes,yes,27,IND,m,married,n,24h,half_a_day
120655,I WENT TO SHOPPING,shopping,yes,no,28,IND,f,married,n,24h,at_least_one_hour
120668,My grand father give me a golden chain today early morning as gift its a happiest event for me.,family,no,yes,27,USA,m,married,y,24h,all_day_im_still_feeling_it
120674,I listened to some funny jokes.,entertainment,yes,no,32,USA,m,single,n,24h,a_few_minutes
120692,"I went fishing nearby where I live, I caught several kilograms of fish.",food,yes,no,29,ROU,m,single,n,24h,at_least_one_hour
120697,I was told that there was going to be breakfast pizza in the office tomorrow.,food,no,yes,33,USA,m,married,y,24h,a_few_minutes
120708,I might accept a job offer from another company that I get yesterday made me happy,career,yes,no,41,USA,m,married,y,24h,half_a_day
120726,1.Travelling at nature place,vacation,yes,no,26,IND,m,married,n,24h,all_day_im_still_feeling_it
120732,I won two large pizzas at a raffle at my local pizza shop.,food,no,no,30,USA,m,single,n,24h,half_a_day
120734,I noticed that I've started to build muscle mass from weightlifting.,exercise,yes,no,21,USA,m,single,n,24h,half_a_day
120743,I worked out at my local gym.,exercise,yes,no,27,IND,m,single,n,24h,at_least_one_hour
120744,I went to the beach for swimming and drinking.,vacation|exercise|food,yes,no,22,ALB,m,single,n,24h,half_a_day
120747,I was happy to watch Master of None; it's a pretty good show.,entertainment,yes,no,39,USA,f,married,y,24h,at_least_one_hour
120761,My cat had a great vet.visit and it cost less than I thought.,animals,no,no,41,USA,f,single,y,24h,half_a_day
120776,My son hit a home run in his baseball game against the best team in the league.,entertainment,no,yes,40,USA,m,married,y,24h,at_least_one_hour
120777,I was offered some overtime at work and this never happens,career,yes,no,51,USA,f,married,y,24h,half_a_day
120780,When my husband told me that he was able to save a lot of money so far this year,family,no,yes,45,TTO,f,married,y,24h,all_day_im_still_feeling_it
120785,I got hair color put on my hair that looks amazing.,career,yes,yes,65,USA,f,widowed,y,24h,at_least_one_hour
120792,I have a job to go to this morning.,career,yes,no,23,USA,f,divorced,y,24h,a_few_minutes
120803,Taught English to Chinese students.,education,yes,yes,25,USA,m,single,n,24h,at_least_one_hour
120805,I got my Dad off of my bank account so I can now add my wife to it and we'll have shared finances.,family,yes,yes,30,USA,m,married,n,24h,a_few_minutes
120815,I made good progress on a project I'm working on.,career,yes,no,35,AUS,f,married,y,24h,all_day_im_still_feeling_it
120817,I mastered a recipe I have been working on for a month,food,yes,no,37,USA,f,married,y,24h,at_least_one_hour
120834,it rained because my plants needed much needed watering,weather,no,no,38,USA,m,married,y,24h,a_few_minutes
120842,"I had a good run, I felt really great after.",exercise,yes,no,24,USA,m,married,y,24h,at_least_one_hour
120851,I was icing my back on the couch and my puppy cuddled up in my lap and napped.,animals,yes,yes,48,USA,f,married,y,24h,at_least_one_hour
120858,Before bed read a Donald Duck comic book that turned out to be a great story.,entertainment,yes,no,49,USA,m,married,y,24h,a_few_minutes
120863,I saw a movie with a friend,entertainment,yes,yes,31,USA,m,single,n,24h,all_day_im_still_feeling_it
120867,"I got paid for work I did a month ago, at a time where I really needed the money.",career,no,no,46,GBR,m,single,n,24h,all_day_im_still_feeling_it
120871,I completed a big project at work that I was working on for a few weeks.,career,yes,no,32,USA,m,single,n,24h,at_least_one_hour
120877,"I enjoyed a nice, quiet dinner at home with my girlfriend.",romance|food,yes,yes,31,USA,m,single,n,24h,at_least_one_hour
120883,I was happy to notice that our fish tank was doing well because we introduced new coral to it over the weekend.,shopping,no,no,32,USA,f,divorced,n,24h,a_few_minutes
120894,Skating is an additional event I did that made me happy in the past 24 hours.,family,yes,no,19,USA,m,single,n,24h,a_few_minutes
120899,I got a bonus on my other work!,career,yes,no,28,USA,m,married,y,24h,a_few_minutes
120900,"I made a really good turkey burger last night, it was juicy and delicious.",food,yes,no,39,USA,m,married,y,24h,a_few_minutes
120903,My salary hiked which fulfill me present need of family,family,no,yes,41,IND,m,married,y,24h,all_day_im_still_feeling_it
120910,"Watching Master of None in my apartment while eating a delicious, picnic-style dinner of bread, cheese, fruits, vegetables and meats and having a glass of wine",food,yes,no,31,USA,f,single,n,24h,at_least_one_hour
120912,I made some really tasty fajitas for supper.,food,yes,no,35,USA,f,married,y,24h,at_least_one_hour
120914,I bought a new pair of Asics sneakers yesterday on Amazon with my Mturk money.,shopping,yes,no,39,USA,m,single,n,24h,half_a_day
120928,"I like rainy days, and it is raining today.",weather,yes,no,24,USA,m,single,n,24h,all_day_im_still_feeling_it
120932,Getting a call from a vendor stating that our wedding date is still open.,romance,no,yes,32,USA,f,single,y,24h,at_least_one_hour
120935,our project went to live today.,career,no,yes,22,IND,m,single,y,24h,all_day_im_still_feeling_it
120937,I took a walk last night and bought a nan and a coke and it was nice out with goose families walking around our apartment complex,exercise,yes,yes,26,USA,f,single,n,24h,a_few_minutes
120943,Reading a new book with my husband while relaxing.,entertainment|family,yes,yes,24,USA,f,married,n,24h,all_day_im_still_feeling_it
120956,Received good news related to one of my clients.,career,yes,yes,25,VEN,m,single,n,24h,a_few_minutes
120975,I finish my task on time in my job and received a very positive review,career,yes,yes,35,DOM,m,married,n,24h,half_a_day
120995,I was happy to look at the forecast and see that the weather is predicted to be very nice over the Memorial Day weekend.,weather,no,no,52,USA,f,single,n,24h,a_few_minutes
121000,Going to the gym and having a good workout.,exercise,yes,no,28,USA,m,single,n,24h,at_least_one_hour
121001,The coffee I made this morning tastes really good.,food,yes,no,20,USA,m,single,n,24h,at_least_one_hour
121027,I took my do for a walk in the morning and it was nice and relaxing made me feel great.,exercise|animals,yes,no,35,USA,m,single,n,24h,half_a_day
121030,Played computer games with a friend before bed.,entertainment,yes,yes,32,USA,m,single,n,24h,at_least_one_hour
121034,I watched some relaxing videos from my favorite lowkey YouTube uploader.,entertainment,yes,no,24,USA,m,single,n,24h,at_least_one_hour
121039,I got to go to bed early and read a bit.,entertainment,yes,no,36,USA,m,married,y,24h,at_least_one_hour
121042,Getting an Ice cream on my way home from work.,food,yes,no,31,USA,f,married,y,24h,a_few_minutes
121047,I was happy when I had my coffee in the morning.,food,yes,no,25,USA,m,married,y,24h,at_least_one_hour
121062,Woke up with my 2 1/2 year old son cuddled next to me,family,no,yes,40,USA,m,married,y,24h,all_day_im_still_feeling_it
121085,"My daughter getting into the crawling position and watching her rock back and forth, trying to figure it out.",family,no,yes,29,USA,m,single,y,24h,half_a_day
121100,I cooked some broccoli and beef from a recipe I looked up online and it turned out amazing!,food,yes,no,34,USA,m,single,n,24h,at_least_one_hour
